buff_cd,sub_catg,brand_name,brand_code,poi_cnt
buff0011,Commercial Poi,OFFICE SPACE,202300899,2
buff0011,Commercial Poi,SHOPPING MALL,202300903,1
buff0011,Commercial Poi,SHOPS-SHOWROOMS,202300901,16
buff0011,Commuter Rail Station,OTHERS,0,1
buff0011,Consumer Electronics Store,AIRTEL,998700802,3
buff0011,Consumer Electronics Store,CANON,998700806,2
buff0011,Consumer Electronics Store,EZONE,998700809,1
buff0011,Consumer Electronics Store,IFB POINTS,998700816,1
buff0011,Consumer Electronics Store,JIO,998700817,2
buff0011,Consumer Electronics Store,NOKIA,998700828,5
buff0011,Consumer Electronics Store,OTHERS,0,150
buff0011,Consumer Electronics Store,RELIANCE,998700836,2
buff0011,Consumer Electronics Store,SAMSUNG,998700838,3
buff0011,Consumer Electronics Store,SONY,998700841,2
buff0011,Consumer Electronics Store,THE MOBILE STORE,998700844,3
buff0011,Consumer Electronics Store,UNIVERCELL,998700846,1
buff0011,Consumer Electronics Store,VIDEOCON,998700847,1
buff0011,Consumer Electronics Store,VIJAY SALES,998700848,1
buff0011,Consumer Electronics Store,VODAFONE,998700850,5
buff0011,Convenience Store,BIG BAZAAR,953500550,2
buff0011,Convenience Store,FOOD BAZAAR,953500553,3
buff0011,Convenience Store,OTHERS,0,3
buff0011,Cosmetics Store,OTHERS,0,4
buff0011,Cosmetics Store,SUGAR COSMETICS,200600015,1
buff0011,Fast Food Restaurants,FAASOS,202500005,1
buff0011,Fast Food Restaurants,OTHERS,0,37
buff0011,Fast Food Restaurants,PIZZA CORNER,202500008,1
buff0011,Fast Food Restaurants,PIZZA HUT,202500009,1
buff0011,Fine Dining Restaurants,OTHERS,0,19
buff0011,Furniture Store,DURIAN,200500005,1
buff0011,Furniture Store,DUROFLEX,200500031,1
buff0011,Furniture Store,OTHERS,0,19
buff0011,Furniture Store,PEPPERFRY,200500018,1
buff0011,Furniture Store,SLEEPWELL,200500022,1
buff0011,Furniture Store,STELLAR,200500032,3
buff0011,Furniture Store,URBAN LADDER,200500014,1
buff0011,Government Office,OTHERS,0,18
buff0011,Grocery Store,OTHERS,0,137
buff0011,Hamlet,OTHERS,0,18
buff0011,Higher Education,OTHERS,0,108
buff0011,Home Improvement & Hardware Store,OTHERS,0,295
buff0011,Home Specialty Store,OTHERS,0,93
buff0011,Hospital,OTHERS,0,38
buff0011,Hotel,JW MARRIOTT,701100445,1
buff0011,Hotel,OTHERS,0,51
buff0011,Hotel,OYO,701100449,3
buff0011,Hotel,RAMADA,701100453,1
buff0011,Jewellery Store,TANISHQ,202400914,1
buff0011,Library,OTHERS,0,4
buff0011,Medical Service,MY DENTIST,958300743,2
buff0011,Medical Service,OTHERS,0,686
buff0011,Mobile Phone Store,APPLE,200200005,5
buff0011,Mobile Phone Store,MOTOROLA,200200012,2
buff0011,Mobile Phone Store,ONEPLUS,200200007,1
buff0011,Mobile Phone Store,OPPO,200200004,1
buff0011,Mobile Phone Store,OTHERS,0,13
buff0011,Mobile Phone Store,SAMSUNG,200200002,2
buff0011,Mobile Phone Store,VIVO,200200003,1
buff0011,Motorcycle Dealership,HERO MOTOCORP,557100223,2
buff0011,Motorcycle Dealership,HONDA,557100224,3
buff0011,Motorcycle Dealership,OTHERS,0,1
buff0011,Named Intersection,OTHERS,0,68
buff0011,Named Place,OTHERS,0,19
buff0011,Nightlife,OTHERS,0,15
buff0011,Office Supply and Services Store,OTHERS,0,52
buff0011,Other Accommodation,OTHERS,0,13
buff0011,Parking Garage/House,OTHERS,0,3
buff0011,Parking Lot,OTHERS,0,2
buff0011,Park/Recreation Area,OTHERS,0,38
buff0011,Performing Arts,OTHERS,0,2
buff0011,Petrol/Gasoline Station,BHARAT PETROLEUM,554000201,2
buff0011,Petrol/Gasoline Station,HINDUSTAN PETROLEUM,554000206,3
buff0011,Petrol/Gasoline Station,INDIAN OIL,554000208,3
buff0011,Petrol/Gasoline Station,OTHERS,0,6
buff0011,Pharmacy,APOLLO PHARMACY,956500709,1
buff0011,Pharmacy,OTHERS,0,137
buff0011,Place of Worship,OTHERS,0,100
buff0011,Police Station,OTHERS,0,2
buff0011,Post Office,OTHERS,0,6
buff0011,Rental Car Agency,OTHERS,0,5
buff0011,Repair Services,OTHERS,0,34
buff0011,Residential Area/Building,OTHERS,0,3661
buff0011,Restaurant,BASKIN ROBBINS,580000240,2
buff0011,Restaurant,DOMINOS PIZZA,580000249,4
buff0011,Restaurant,FAASOS,580000251,1
buff0011,Restaurant,GOLI VADA PAV,580000253,1
buff0011,Restaurant,MCDONALDS,580000262,2
buff0011,Restaurant,OTHERS,0,584
buff0011,Restaurant,PIZZA CORNER,580000271,1
buff0011,Restaurant,PUNJAB GRILL,580000276,1
buff0011,Restaurant,SMOKIN JOES,580000282,1
buff0011,Restaurant,SUBWAY,580000283,3
buff0011,Restaurant,WAH JI WAH,580000291,1
buff0011,School,OTHERS,0,112
buff0011,School,PEARSON,821100542,1
buff0011,Shoe Store,BATA,202700005,7
buff0011,Shoe Store,LIBERTY,202700004,2
buff0011,Shoe Store,METRO,202700013,1
buff0011,Shoe Store,OTHERS,0,11
buff0011,Shoe Store,WOODLAND,202700006,2
buff0011,Shopping,OTHERS,0,40
buff0011,Shopping,SHOPPERS STOP,651200420,1
buff0011,Specialty Store,OTHERS,0,527
buff0011,Sporting Goods Store,OTHERS,0,8
buff0011,Sports Centre,OTHERS,0,32
buff0011,Sports Complex,OTHERS,0,4
buff0011,Sports Wear,HRX,200300013,1
buff0011,Sports Wear,OTHERS,0,2
buff0011,Tourist Attraction,OTHERS,0,4
buff0011,Training Centre/Institute,IIHT,959600759,1
buff0011,Training Centre/Institute,NIIT,959600762,1
buff0011,Training Centre/Institute,OTHERS,0,150
buff0011,Training Centre/Institute,RAO IIT ACADEMY,959600763,1
buff0011,Train Station,OTHERS,0,12
buff0011,Transportation Service,OTHERS,0,75
buff0012,ATM,AXIS BANK,357800005,2
buff0012,ATM,BANK OF INDIA,357800008,1
buff0012,ATM,CANARA BANK,357800011,2
buff0012,ATM,DENA BANK,357800020,1
buff0012,ATM,DHANLAXMI BANK,357800022,1
buff0012,ATM,HDFC BANK,357800024,3
buff0012,ATM,ICICI BANK,357800026,2
buff0012,ATM,IDBI BANK,357800027,1
buff0012,ATM,KOTAK MAHINDRA BANK,357800038,1
buff0012,ATM,PUNJAB NATIONAL BANK,357800045,1
buff0012,ATM,STATE BANK OF INDIA,357800053,3
buff0012,ATM,UCO BANK,357800058,1
buff0012,ATM,YES BANK,357800061,1
buff0012,Auto Dealership,OTHERS,0,2
buff0012,Auto service and maintenance,ASHOK LEYLAND,753800467,1
buff0012,Auto service and maintenance,HYUNDAI,753800482,1
buff0012,Auto service and maintenance,OTHERS,0,24
buff0012,Auto service and maintenance,TATA,753800508,1
buff0012,Bank,BANK OF INDIA,600000320,1
buff0012,Bank,CANARA BANK,600000327,1
buff0012,Bank,DENA BANK,600000338,1
buff0012,Bank,HDFC BANK,600000342,1
buff0012,Bank,OTHERS,0,6
buff0012,Bank,PUNJAB NATIONAL BANK,600000375,1
buff0012,Bank,STATE BANK OF INDIA,600000390,2
buff0012,Bank,UCO BANK,600000401,1
buff0012,Bar or Pub,OTHERS,0,8
buff0012,Beauty and Salons,OTHERS,0,11
buff0012,Book Store,CROSSWORD,999500868,1
buff0012,Business Facility,MUTHOOT FINANCE,500000125,1
buff0012,Business Facility,OTHERS,0,78
buff0012,Business Facility,RELIANCE,500000137,1
buff0012,Business Facility,WESTERN UNION,500000155,2
buff0012,Bus Station,OTHERS,0,9
buff0012,Cinema,CARNIVAL CINEMAS,783200518,1
buff0012,Cinema,OTHERS,0,1
buff0012,Civic/Community Centre,OTHERS,0,7
buff0012,Clothing Store,OTHERS,0,22
buff0012,Coffee Shop,CAFE COFFEE DAY,999600878,1
buff0012,Coffee Shop,OTHERS,0,1
buff0012,Commercial Poi,SHOPS-SHOWROOMS,202300901,6
buff0012,Commuter Rail Station,OTHERS,0,9
buff0012,Consumer Electronics Store,OTHERS,0,13
buff0012,Embassy,OTHERS,0,1
buff0012,Fast Food Restaurants,OTHERS,0,2
buff0012,Government Office,OTHERS,0,7
buff0012,Grocery Store,OTHERS,0,40
buff0012,Hamlet,OTHERS,0,2
buff0012,Higher Education,OTHERS,0,7
buff0012,Home Improvement & Hardware Store,OTHERS,0,12
buff0012,Home Specialty Store,OTHERS,0,6
buff0012,Hospital,OTHERS,0,12
buff0012,Hotel,OTHERS,0,3
buff0012,Industrial Zone,OTHERS,0,1
buff0012,Library,OTHERS,0,1
buff0012,Medical Service,OTHERS,0,83
buff0012,Named Place,OTHERS,0,27
buff0012,Office Supply and Services Store,OTHERS,0,2
buff0012,Other Accommodation,OTHERS,0,3
buff0012,Parking Lot,OTHERS,0,1
buff0012,Park/Recreation Area,OTHERS,0,16
buff0012,Petrol/Gasoline Station,HINDUSTAN PETROLEUM,554000206,1
buff0012,Petrol/Gasoline Station,INDIAN OIL,554000208,1
buff0012,Petrol/Gasoline Station,OTHERS,0,2
buff0012,Petrol/Gasoline Station,SUPER GAS,554000215,1
buff0012,Pharmacy,OTHERS,0,30
buff0012,Place of Worship,OTHERS,0,40
buff0012,Police Station,OTHERS,0,2
buff0012,Post Office,OTHERS,0,2
buff0012,Repair Services,OTHERS,0,8
buff0012,Residential Area/Building,OTHERS,0,285
buff0012,Restaurant,BASKIN ROBBINS,580000240,1
buff0012,Restaurant,OTHERS,0,91
buff0012,School,OTHERS,0,30
buff0012,Shoe Store,OTHERS,0,1
buff0012,Shopping,OTHERS,0,1
buff0012,Specialty Store,OTHERS,0,26
buff0012,Sporting Goods Store,OTHERS,0,1
buff0012,Sports Centre,OTHERS,0,5
buff0012,Sports Complex,OTHERS,0,8
buff0012,Sports Wear,OTHERS,0,1
buff0012,Training Centre/Institute,OTHERS,0,10
buff0012,Transportation Service,OTHERS,0,8
buff0013,Airport,OTHERS,0,1
buff0013,Amusement park ,OTHERS,0,2
buff0013,ATM,AXIS BANK,357800005,8
buff0013,ATM,BANDHAN BANK,357800006,1
buff0013,ATM,BANK OF BARODA,357800007,8
buff0013,ATM,BANK OF INDIA,357800008,4
buff0013,ATM,CANARA BANK,357800011,4
buff0013,ATM,CENTRAL BANK OF INDIA,357800013,3
buff0013,ATM,CITIBANK,357800014,3
buff0013,ATM,CORPORATION BANK,357800016,2
buff0013,ATM,COSMOS BANK,357800017,1
buff0013,ATM,DCB BANK,357800019,1
buff0013,ATM,DENA BANK,357800020,3
buff0013,ATM,DEUTSCHE BANK,357800021,1
buff0013,ATM,HDFC BANK,357800024,9
buff0013,ATM,ICICI BANK,357800026,12
buff0013,ATM,IDBI BANK,357800027,3
buff0013,ATM,INDIAN BANK,357800029,3
buff0013,ATM,INDIAN OVERSEAS BANK,357800030,3
buff0013,ATM,INDICASH,357800031,1
buff0013,ATM,INDUSIND BANK,357800032,3
buff0013,ATM,JAMMU AND KASHMIR BANK,357800033,1
buff0013,ATM,KARNATAKA BANK,357800036,1
buff0013,ATM,KOTAK MAHINDRA BANK,357800038,10
buff0013,ATM,NORTH KANARA GSB CO OPERATIVE BANK,357800041,1
buff0013,ATM,ORIENTAL BANK OF COMMERCE,357800042,3
buff0013,ATM,OTHERS,0,10
buff0013,ATM,PUNJAB AND SIND BANK,357800044,1
buff0013,ATM,RBL BANK,357800046,1
buff0013,ATM,SARASWAT BANK,357800049,4
buff0013,ATM,STANDARD CHARTERED,357800052,6
buff0013,ATM,STATE BANK OF INDIA,357800053,9
buff0013,ATM,SYNDICATE BANK,357800054,3
buff0013,ATM,UCO BANK,357800058,1
buff0013,ATM,UNION BANK OF INDIA,357800059,4
buff0013,ATM,YES BANK,357800061,5
buff0013,Auto Dealership,BMW,551100167,1
buff0013,Auto Dealership,HONDA,551100175,1
buff0013,Auto Dealership,MARUTI SUZUKI,551100183,1
buff0013,Auto Dealership,MINI,551100187,2
buff0013,Auto Dealership,OTHERS,0,19
buff0013,Auto Dealership,TOYOTA,551100195,1
buff0013,Auto Dealership,VOLKSWAGEN,551100196,1
buff0013,Auto Dealership-Used Cars,OTHERS,0,7
buff0013,Auto service and maintenance,HONDA,753800480,3
buff0013,Auto service and maintenance,OTHERS,0,200
buff0013,Auto service and maintenance,SUZUKI,753800507,1
buff0013,Auto service and maintenance,VOLVO,753800515,1
buff0013,Bank,ALLAHABAD BANK,600000312,2
buff0013,Bank,AXIS BANK,600000316,6
buff0013,Bank,BANDHAN BANK,600000317,2
buff0013,Bank,BANK OF BARODA,600000319,11
buff0013,Bank,BANK OF INDIA,600000320,5
buff0013,Bank,BANK OF MAHARASHTRA,600000321,4
buff0013,Bank,BOMBAY MERCANTILE CO OPERATIVE BANK,600000325,1
buff0013,Bank,CANARA BANK,600000327,4
buff0013,Bank,CENTRAL BANK OF INDIA,600000329,3
buff0013,Bank,CITIBANK,600000330,5
buff0013,Bank,CITIZEN CO OPERATIVE BANK,600000331,1
buff0013,Bank,CITIZEN CREDIT CO OPERATIVE BANK,600000332,2
buff0013,Bank,CITY UNION BANK,600000333,1
buff0013,Bank,CORPORATION BANK,600000334,1
buff0013,Bank,COSMOS BANK,600000335,1
buff0013,Bank,DCB BANK,600000337,2
buff0013,Bank,DENA BANK,600000338,6
buff0013,Bank,DEUTSCHE BANK,600000339,3
buff0013,Bank,HDFC BANK,600000342,11
buff0013,Bank,ICICI BANK,600000344,7
buff0013,Bank,IDBI BANK,600000345,1
buff0013,Bank,INDIAN BANK,600000347,4
buff0013,Bank,INDIAN OVERSEAS BANK,600000348,3
buff0013,Bank,INDUSIND BANK,600000349,2
buff0013,Bank,JAMMU & KASHMIR BANK,600000350,1
buff0013,Bank,KARNATAKA BANK,600000356,1
buff0013,Bank,KOTAK MAHINDRA BANK,600000361,10
buff0013,Bank,LAKSHMI VILAS BANK,600000363,1
buff0013,Bank,MAHARASHTRA STATE CO OPERATIVE BANK,600000366,3
buff0013,Bank,NORTH KANARA GSB CO OPERATIVE BANK,600000368,1
buff0013,Bank,ORIENTAL BANK OF COMMERCE,600000369,5
buff0013,Bank,OTHERS,0,42
buff0013,Bank,PUNJAB NATIONAL BANK,600000375,2
buff0013,Bank,RBL BANK,600000376,2
buff0013,Bank,SARASWAT BANK,600000381,5
buff0013,Bank,SHAMRAO VITHAL CO-OPERATIVE BANK,600000383,2
buff0013,Bank,STANDARD CHARTERED,600000389,4
buff0013,Bank,STATE BANK OF INDIA,600000390,14
buff0013,Bank,SYNDICATE BANK,600000391,4
buff0013,Bank,UCO BANK,600000401,2
buff0013,Bank,UNION BANK OF INDIA,600000402,5
buff0013,Bank,UNITED BANK OF INDIA,600000403,1
buff0013,Bank,YES BANK,600000405,2
buff0013,Bar or Pub,OTHERS,0,72
buff0013,Beauty and Salons,JUICE SALON,200100007,1
buff0013,Beauty and Salons,OTHERS,0,159
buff0013,Beauty and Salons,SHAHNAZ HUSAIN,200100001,1
buff0013,Beauty and Salons,TRUEFITT & HILL,200100006,1
buff0013,Book Store,OTHERS,0,11
buff0013,Business Facility,BAJAJ,500000066,1
buff0013,Business Facility,BANK OF INDIA,500000068,1
buff0013,Business Facility,CHECKMATE SERVICES,500000076,1
buff0013,Business Facility,HDFC,500000094,3
buff0013,Business Facility,INDIAN OVERSEAS BANK,500000104,1
buff0013,Business Facility,LIC,500000116,1
buff0013,Business Facility,MUTHOOT FINCORP,500000126,1
buff0013,Business Facility,NATIONAL INSURANCE COMPANY,500000128,2
buff0013,Business Facility,OTHERS,0,1456
buff0013,Business Facility,PUNJAB NATIONAL BANK,500000134,1
buff0013,Business Facility,RELIANCE,500000137,7
buff0013,Business Facility,STATE BANK OF INDIA,500000146,3
buff0013,Business Facility,SUZUKI,500000147,1
buff0013,Business Facility,TATA,500000149,4
buff0013,Business Facility,UNITED INDIA INSURANCE,500000153,1
buff0013,Business Facility,WESTERN UNION,500000155,10
buff0013,Bus Station,OTHERS,0,7
buff0013,Cemetery,OTHERS,0,4
buff0013,Cinema,MUKTA A2 CINEMAS,783200526,1
buff0013,Cinema,OTHERS,0,1
buff0013,Civic/Community Centre,OTHERS,0,53
buff0013,Clothing Store,ARROW,953700584,1
buff0013,Clothing Store,BEING HUMAN,953700587,2
buff0013,Clothing Store,BIBA,953700588,2
buff0013,Clothing Store,BLACKBERRYS,953700589,3
buff0013,Clothing Store,CALVIN KLEIN,953700591,1
buff0013,Clothing Store,CAMBRIDGE,953700592,1
buff0013,Clothing Store,CANTABIL,953700593,2
buff0013,Clothing Store,CELIO,953700595,1
buff0013,Clothing Store,CLARKS,953700598,1
buff0013,Clothing Store,COLOR PLUS,953700602,1
buff0013,Clothing Store,FABINDIA,953700608,2
buff0013,Clothing Store,FOREVER NEW,953700613,1
buff0013,Clothing Store,FRENCH CONNECTION,953700614,1
buff0013,Clothing Store,GINI AND JONY,953700616,1
buff0013,Clothing Store,GLOBUS,953700617,2
buff0013,Clothing Store,HIDESIGN,953700620,2
buff0013,Clothing Store,JACK AND JONES,953700623,1
buff0013,Clothing Store,LACOSTE,953700628,1
buff0013,Clothing Store,LEE,953700630,1
buff0013,Clothing Store,LEVIS,953700632,1
buff0013,Clothing Store,LOUIS PHILIPPE,953700638,1
buff0013,Clothing Store,MANYAVAR,953700640,2
buff0013,Clothing Store,MARKS AND SPENCER,953700641,1
buff0013,Clothing Store,MUFTI,953700647,1
buff0013,Clothing Store,NEERUS,953700648,1
buff0013,Clothing Store,OTHERS,0,1035
buff0013,Clothing Store,PEPE JEANS,953700655,2
buff0013,Clothing Store,RAYMOND,953700659,4
buff0013,Clothing Store,REID AND TAYLOR,953700662,1
buff0013,Clothing Store,RELIANCE TRENDS,953700664,1
buff0013,Clothing Store,SPYKAR,953700667,1
buff0013,Clothing Store,TOMMY HILFIGER,953700670,1
buff0013,Clothing Store,UNITED COLORS OF BENETTON,953700671,1
buff0013,Clothing Store,U S POLO ASSOCIATION,953700672,1
buff0013,Clothing Store,VAN HEUSEN,953700673,1
buff0013,Clothing Store,VERO MODA,953700674,1
buff0013,Clothing Store,W,953700675,1
buff0013,Clothing Store,WILDCRAFT,953700676,1
buff0013,Clothing Store,ZARA,953700680,1
buff0013,Clothing Store,ZODIAC,953700681,2
buff0013,Coffee Shop,BARISTA,999600875,3
buff0013,Coffee Shop,CAFE COFFEE DAY,999600878,5
buff0013,Coffee Shop,COSTA COFFEE,999600882,1
buff0013,Coffee Shop,OTHERS,0,18
buff0013,Coffee Shop,STARBUCKS,999600894,4
buff0013,Commercial Poi,OFFICE SPACE,202300899,8
buff0013,Commercial Poi,SHOPPING MALL,202300903,1
buff0013,Commercial Poi,SHOPS-SHOWROOMS,202300901,47
buff0013,Consumer Electronics Store,AIRTEL,998700802,2
buff0013,Consumer Electronics Store,BLACKBERRY,998700805,2
buff0013,Consumer Electronics Store,EZONE,998700809,1
buff0013,Consumer Electronics Store,HP,998700813,1
buff0013,Consumer Electronics Store,NOKIA,998700828,2
buff0013,Consumer Electronics Store,OTHERS,0,190
buff0013,Consumer Electronics Store,PLANET M,998700833,1
buff0013,Consumer Electronics Store,RELIANCE,998700836,3
buff0013,Consumer Electronics Store,SAMSUNG,998700838,4
buff0013,Consumer Electronics Store,SONY,998700841,1
buff0013,Consumer Electronics Store,THE MOBILE STORE,998700844,2
buff0013,Consumer Electronics Store,VIJAY SALES,998700848,1
buff0013,Consumer Electronics Store,VODAFONE,998700850,1
buff0013,Convenience Store,BIG BAZAAR,953500550,1
buff0013,Convenience Store,D MART,953500551,2
buff0013,Convenience Store,FOOD BAZAAR,953500553,1
buff0013,Convenience Store,OTHERS,0,5
buff0013,Convenience Store,RELIANCE,953500566,2
buff0013,Cosmetics Store,COLORBAR,200600004,2
buff0013,Cosmetics Store,KAMA AYURVEDA,200600022,1
buff0013,Cosmetics Store,NYKAA,200600018,1
buff0013,Cosmetics Store,OTHERS,0,6
buff0013,Fast Food Restaurants,FAASOS,202500005,1
buff0013,Fast Food Restaurants,OTHERS,0,31
buff0013,Fast Food Restaurants,SUBWAY,202500013,1
buff0013,Fine Dining Restaurants,OTHERS,0,19
buff0013,Furniture Store,DUROFLEX,200500031,1
buff0013,Furniture Store,KURL-ON,200500023,1
buff0013,Furniture Store,OTHERS,0,24
buff0013,Furniture Store,SLEEPWELL,200500022,4
buff0013,Furniture Store,STELLAR,200500032,1
buff0013,Furniture Store,URBAN LADDER,200500014,1
buff0013,Government Office,OTHERS,0,16
buff0013,Grocery Store,MORE,540000160,2
buff0013,Grocery Store,OTHERS,0,250
buff0013,Hamlet,OTHERS,0,20
buff0013,Higher Education,OTHERS,0,58
buff0013,Home Improvement & Hardware Store,OTHERS,0,282
buff0013,Home Improvement & Hardware Store,RAK CERAMICS,998600799,1
buff0013,Home Specialty Store,OTHERS,0,218
buff0013,Hospital,OTHERS,0,46
buff0013,Hotel,FOUR SEASONS,701100434,1
buff0013,Hotel,OTHERS,0,78
buff0013,Hotel,OYO,701100449,12
buff0013,Hotel,RAMADA,701100453,1
buff0013,Hotel,THE PARK,701100463,1
buff0013,Industrial Zone,OTHERS,0,2
buff0013,Jewellery Store,CARATLANE,202401002,1
buff0013,Jewellery Store,TANISHQ,202400914,1
buff0013,Library,OTHERS,0,4
buff0013,Medical Service,MY DENTIST,958300743,1
buff0013,Medical Service,OTHERS,0,610
buff0013,Mobile Phone Store,APPLE,200200005,2
buff0013,Mobile Phone Store,OTHERS,0,13
buff0013,Mobile Phone Store,RELIANCE,200200013,1
buff0013,Mobile Phone Store,SAMSUNG,200200002,1
buff0013,Motorcycle Dealership,HONDA,557100224,1
buff0013,Named Intersection,OTHERS,0,87
buff0013,Named Place,OTHERS,0,57
buff0013,Nightlife,OTHERS,0,14
buff0013,Office Supply and Services Store,OTHERS,0,61
buff0013,Other Accommodation,OTHERS,0,12
buff0013,Parking Lot,OTHERS,0,1
buff0013,Park/Recreation Area,OTHERS,0,21
buff0013,Petrol/Gasoline Station,BHARAT PETROLEUM,554000201,1
buff0013,Petrol/Gasoline Station,HINDUSTAN PETROLEUM,554000206,1
buff0013,Petrol/Gasoline Station,INDIAN OIL,554000208,1
buff0013,Petrol/Gasoline Station,OTHERS,0,2
buff0013,Pharmacy,APOLLO PHARMACY,956500709,1
buff0013,Pharmacy,OTHERS,0,155
buff0013,Pharmacy,WELLNESS FOREVER,956500725,1
buff0013,Place of Worship,OTHERS,0,146
buff0013,Police Station,OTHERS,0,3
buff0013,Post Office,OTHERS,0,4
buff0013,Rental Car Agency,OTHERS,0,7
buff0013,Repair Services,OTHERS,0,137
buff0013,Residential Area/Building,OTHERS,0,3251
buff0013,Restaurant,AMMIS BIRYANI,580000236,1
buff0013,Restaurant,BARBEQUE NATION,580000239,1
buff0013,Restaurant,BASKIN ROBBINS,580000240,2
buff0013,Restaurant,COPPER CHIMNEY,580000248,1
buff0013,Restaurant,DOMINOS PIZZA,580000249,1
buff0013,Restaurant,FAASOS,580000251,1
buff0013,Restaurant,JUMBOKING,580000258,2
buff0013,Restaurant,OTHERS,0,579
buff0013,Restaurant,SMOKIN JOES,580000282,1
buff0013,School,OTHERS,0,134
buff0013,Shoe Store,ADIDAS,202700007,4
buff0013,Shoe Store,BATA,202700005,9
buff0013,Shoe Store,CLARKS,953700598,1
buff0013,Shoe Store,CROCS,202700008,1
buff0013,Shoe Store,LIBERTY,202700004,1
buff0013,Shoe Store,OTHERS,0,14
buff0013,Shoe Store,PUMA,202700002,2
buff0013,Shoe Store,SKECHERS,202700030,2
buff0013,Shopping,OTHERS,0,33
buff0013,Specialty Store,OTHERS,0,637
buff0013,Sporting Goods Store,OTHERS,0,11
buff0013,Sports Centre,OTHERS,0,37
buff0013,Sports Complex,OTHERS,0,2
buff0013,Sports Wear,ADIDAS,200300002,2
buff0013,Sports Wear,ASICS,200300005,2
buff0013,Sports Wear,OTHERS,0,4
buff0013,Sports Wear,PUMA,200300003,1
buff0013,Sports Wear,SKECHERS,200300014,2
buff0013,Tourist Attraction,OTHERS,0,4
buff0013,Tourist Information,OTHERS,0,1
buff0013,Training Centre/Institute,NIIT,959600762,2
buff0013,Training Centre/Institute,OTHERS,0,152
buff0013,Training Centre/Institute,RAO IIT ACADEMY,959600763,1
buff0013,Train Station,OTHERS,0,7
buff0013,Transportation Service,COX AND KINGS,959300745,2
buff0013,Transportation Service,OTHERS,0,78
buff0013,Truck Dealership,OTHERS,0,1
buff0015,Amusement park ,OTHERS,0,3
buff0015,ATM,ABHYUDAYA CO-OPERATIVE BANK,357800001,3
buff0015,ATM,ALLAHABAD BANK,357800003,1
buff0015,ATM,ANDHRA BANK,357800004,1
buff0015,ATM,AXIS BANK,357800005,7
buff0015,ATM,BANK OF BARODA,357800007,5
buff0015,ATM,BANK OF INDIA,357800008,2
buff0015,ATM,CANARA BANK,357800011,4
buff0015,ATM,CATHOLIC SYRIAN BANK,357800012,1
buff0015,ATM,CENTRAL BANK OF INDIA,357800013,1
buff0015,ATM,CITIBANK,357800014,5
buff0015,ATM,CORPORATION BANK,357800016,1
buff0015,ATM,COSMOS BANK,357800017,1
buff0015,ATM,DCB BANK,357800019,1
buff0015,ATM,DENA BANK,357800020,1
buff0015,ATM,DHANLAXMI BANK,357800022,2
buff0015,ATM,FEDERAL BANK,357800023,2
buff0015,ATM,HDFC BANK,357800024,9
buff0015,ATM,HSBC,357800025,1
buff0015,ATM,ICICI BANK,357800026,7
buff0015,ATM,IDBI BANK,357800027,6
buff0015,ATM,IDFC FIRST BANK,357800028,1
buff0015,ATM,INDIAN BANK,357800029,1
buff0015,ATM,INDIAN OVERSEAS BANK,357800030,1
buff0015,ATM,INDUSIND BANK,357800032,2
buff0015,ATM,JAMMU AND KASHMIR BANK,357800033,1
buff0015,ATM,KARNATAKA BANK,357800036,1
buff0015,ATM,KARUR VYSYA BANK,357800037,1
buff0015,ATM,KOTAK MAHINDRA BANK,357800038,9
buff0015,ATM,ORIENTAL BANK OF COMMERCE,357800042,2
buff0015,ATM,OTHERS,0,6
buff0015,ATM,PUNJAB NATIONAL BANK,357800045,2
buff0015,ATM,SARASWAT BANK,357800049,1
buff0015,ATM,SOUTH INDIAN BANK,357800051,3
buff0015,ATM,STANDARD CHARTERED,357800052,6
buff0015,ATM,STATE BANK OF INDIA,357800053,7
buff0015,ATM,SYNDICATE BANK,357800054,2
buff0015,ATM,UCO BANK,357800058,1
buff0015,ATM,UNION BANK OF INDIA,357800059,4
buff0015,ATM,YES BANK,357800061,2
buff0015,Auto Dealership,HYUNDAI,551100176,1
buff0015,Auto Dealership,MARUTI SUZUKI,551100183,1
buff0015,Auto Dealership,OTHERS,0,10
buff0015,Auto Dealership-Used Cars,OTHERS,0,9
buff0015,Auto service and maintenance,HYUNDAI,753800482,1
buff0015,Auto service and maintenance,OTHERS,0,74
buff0015,Auto service and maintenance,SUZUKI,753800507,2
buff0015,Bank,ABHYUDAYA CO OPERATIVE BANK,600000308,4
buff0015,Bank,ALLAHABAD BANK,600000312,2
buff0015,Bank,ANDHRA BANK,600000313,2
buff0015,Bank,AXIS BANK,600000316,8
buff0015,Bank,BANK OF BARODA,600000319,6
buff0015,Bank,BANK OF INDIA,600000320,6
buff0015,Bank,BANK OF MAHARASHTRA,600000321,1
buff0015,Bank,BOMBAY MERCANTILE CO OPERATIVE BANK,600000325,1
buff0015,Bank,CANARA BANK,600000327,3
buff0015,Bank,CATHOLIC SYRIAN BANK,600000328,1
buff0015,Bank,CENTRAL BANK OF INDIA,600000329,4
buff0015,Bank,CITIBANK,600000330,1
buff0015,Bank,CITIZEN CREDIT CO OPERATIVE BANK,600000332,3
buff0015,Bank,CORPORATION BANK,600000334,3
buff0015,Bank,COSMOS BANK,600000335,1
buff0015,Bank,DCB BANK,600000337,2
buff0015,Bank,DENA BANK,600000338,2
